5268	31.01652416968102
5269	55.01331798750411
5270	37.0162775402828
5271	38.01504439329168
5272	41.019730351857945
5273	42.018003946070365
5274	67.01405787569878
5275	25.02416968102598
5276	111.01973035185794
5277	124.03033541598158
5278	233.0436534034857
5279	499.0540118382111
5280	936.1021045708649
5281	1419.190151266031
5282	2084.2962019072675
5283	2999.3997862545216
5284	3501.5302532061824
5285	3806.6242190069056
5286	3880.61805327195
5287	3175.6035021374546
5288	2611.492518908254
5289	1779.3613120683985
5290	1147.2458895100294
5291	538.1504439329168
5292	301.0789214074318
5293	81.05129891483065
5294	33.02885563959224
5295	40.01553765208813
5296	20.01331798750411
5297	17.014797763893455
5298	20.011591581716537
5299	14.01233146991121
5300	14.014304505097009
5301	18.011591581716537
5302	17.011591581716537
5303	12.012824728707663
5304	23.011838211114764
